respondent_id,h1n1_vaccine,seasonal_vaccine,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,behavioral_outside_home,chronic_med_condition,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,sex,income_poverty,employment_status,census_msa
9301,0,1,2,1,1,1,1,1,3,2,1,5,4,2,55 - 64 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
9302,0,0,2,1,1,1,1,0,3,4,2,4,4,2,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
9308,0,1,3,1,1,1,1,1,3,2,4,5,4,1,65+ Years,12 Years,Male,,Not in Labor Force,"MSA, Principle City"
9309,0,1,3,1,1,1,1,0,5,4,5,5,4,4,35 - 44 Years,12 Years,Female,Below Poverty,Unemployed,"MSA, Principle City"
9310,1,1,3,1,1,1,1,0,5,4,5,5,4,5,65+ Years,12 Years,Male,"> $75,000",Employed,"MSA, Not Principle  City"
9317,1,1,3,2,1,1,1,0,5,4,1,5,2,1,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
9320,0,0,1,1,1,1,0,1,4,2,2,4,2,2,35 - 44 Years,,Female,,,Non-MSA
9323,0,1,2,1,1,1,0,0,3,3,1,3,3,1,65+ Years,College Graduate,Male,,Not in Labor Force,"MSA, Not Principle  City"
9328,1,1,3,2,1,1,1,0,5,4,5,5,4,1,65+ Years,College Graduate,Male,"> $75,000",Not in Labor Force,"MSA, Principle City"
9329,0,0,2,1,1,1,1,1,4,2,2,4,2,2,35 - 44 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
9331,0,0,3,2,1,1,1,0,5,1,1,5,4,1,65+ Years,College Graduate,Female,,Not in Labor Force,"MSA, Not Principle  City"
9338,0,1,3,2,1,1,1,1,3,1,4,5,4,1,65+ Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
20449,0,1,3,,0,,,0,3,5,4,5,5,5,65+ Years,< 12 Years,Male,Below Poverty,Not in Labor Force,"MSA, Not Principle  City"
9340,0,1,2,1,1,1,0,0,4,2,2,4,4,2,45 - 54 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
9341,0,0,2,1,1,1,1,0,4,2,2,4,4,2,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
9345,0,0,1,1,1,1,0,0,2,2,4,4,2,2,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
9346,0,1,2,2,1,1,1,1,4,4,2,5,5,1,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
9348,0,0,1,2,1,1,1,0,4,2,2,4,2,5,35 - 44 Years,College Graduate,Female,"<= $75,000, Above Poverty",Unemployed,"MSA, Not Principle  City"
9349,1,1,2,1,1,1,1,0,4,2,1,4,2,1,65+ Years,Some College,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
9352,0,0,2,1,0,1,0,0,3,3,4,4,4,4,35 - 44 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
9353,0,0,1,1,1,1,1,0,3,1,1,3,1,3,65+ Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
9361,0,1,3,2,1,1,1,1,5,1,4,5,2,2,55 - 64 Years,College Graduate,Male,"> $75,000",Not in Labor Force,"MSA, Principle City"
9364,0,0,3,1,1,1,1,1,2,1,2,2,1,2,65+ Years,< 12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
9365,1,1,3,2,1,1,1,0,5,4,5,5,4,4,55 - 64 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
9366,1,1,1,2,1,1,1,0,4,5,1,5,4,1,35 - 44 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
9367,0,1,3,,1,1,1,1,3,3,1,5,4,1,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
9370,0,0,2,1,1,1,1,1,4,2,4,4,5,2,45 - 54 Years,Some College,Male,"> $75,000",Employed,"MSA, Not Principle  City"
9371,0,0,2,1,1,1,1,0,3,1,5,5,1,1,65+ Years,< 12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
9372,1,1,2,1,0,1,1,1,5,4,4,5,4,5,35 - 44 Years,< 12 Years,Female,"<= $75,000, Above Poverty",Unemployed,"MSA, Not Principle  City"
9373,0,1,1,1,1,1,1,0,4,1,2,4,4,2,65+ Years,12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
9375,0,1,2,1,1,1,0,0,4,2,2,5,1,1,65+ Years,< 12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
9377,0,1,2,2,1,1,1,0,5,4,2,5,4,1,65+ Years,12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
9378,0,1,3,1,1,1,1,1,4,1,2,5,5,5,65+ Years,12 Years,Female,Below Poverty,Not in Labor Force,Non-MSA
9382,0,1,1,2,1,1,1,0,5,2,2,5,2,2,18 - 34 Years,College Graduate,Female,"> $75,000",Not in Labor Force,"MSA, Principle City"
9384,0,0,1,2,1,1,1,0,2,1,1,2,1,4,18 - 34 Years,12 Years,Female,Below Poverty,Not in Labor Force,Non-MSA
9387,0,1,3,2,1,1,1,0,3,2,2,5,4,4,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
9388,0,0,3,2,1,1,1,0,5,1,2,5,2,2,65+ Years,College Graduate,Female,Below Poverty,Not in Labor Force,Non-MSA
9390,0,0,2,1,1,1,1,0,4,4,2,4,4,2,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
9398,0,0,2,0,0,1,1,1,3,3,4,5,4,3,65+ Years,12 Years,Female,Below Poverty,Not in Labor Force,Non-MSA
9399,0,1,1,2,1,1,1,0,5,2,1,5,4,1,45 - 54 Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
9402,0,1,3,1,1,1,1,1,4,4,5,5,4,4,55 - 64 Years,Some College,Male,Below Poverty,Not in Labor Force,"MSA, Principle City"
9407,0,1,3,0,1,1,1,,,,,,,,35 - 44 Years,,Male,,,"MSA, Principle City"
9408,0,1,2,1,1,1,1,1,4,2,5,4,4,2,65+ Years,12 Years,Female,,Employed,"MSA, Not Principle  City"
9409,0,1,2,2,1,1,1,1,4,2,2,5,2,1,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
9410,0,1,2,2,1,1,1,0,5,2,4,5,2,1,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
9411,0,1,3,0,1,1,1,1,3,2,2,5,2,1,55 - 64 Years,,Female,,,"MSA, Principle City"
9413,0,1,3,2,1,1,1,1,4,4,5,4,4,1,65+ Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
9417,0,0,3,1,1,1,1,0,4,2,4,4,4,4,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
9420,1,1,3,1,1,1,1,1,4,5,5,1,4,5,35 - 44 Years,< 12 Years,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
9421,0,0,1,1,1,1,1,,4,1,4,4,4,2,35 - 44 Years,Some College,Female,Below Poverty,Unemployed,"MSA, Not Principle  City"
9423,0,0,1,1,0,1,0,0,3,1,2,3,1,2,45 - 54 Years,Some College,Male,"> $75,000",Employed,"MSA, Not Principle  City"
9424,0,0,2,1,0,1,1,1,4,2,2,4,2,1,45 - 54 Years,Some College,Male,Below Poverty,Unemployed,Non-MSA
9425,1,1,3,2,1,1,0,1,5,5,1,5,5,1,45 - 54 Years,Some College,Female,"> $75,000",Employed,Non-MSA
9426,1,1,3,2,1,1,0,0,4,4,2,4,4,2,55 - 64 Years,College Graduate,Female,"> $75,000",Unemployed,"MSA, Not Principle  City"
9428,0,0,3,2,1,1,1,0,4,4,2,5,4,2,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
9430,0,1,2,2,0,1,0,0,4,2,4,5,2,2,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
9440,0,1,1,1,1,1,0,1,5,4,1,4,4,1,55 - 64 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
9442,0,1,3,1,1,1,0,1,3,4,1,5,5,1,65+ Years,Some College,Female,Below Poverty,Employed,Non-MSA
9443,0,1,1,2,1,1,1,1,4,1,1,4,4,4,55 - 64 Years,,Male,,,"MSA, Principle City"
9445,1,1,3,2,1,1,0,0,5,5,5,5,5,5,45 - 54 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
9454,1,1,2,1,1,1,0,0,4,1,2,5,2,2,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
9460,0,1,2,1,1,1,1,0,4,1,1,4,4,1,65+ Years,12 Years,Female,,Not in Labor Force,Non-MSA
9462,0,1,2,2,1,1,0,1,5,2,2,5,4,1,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
9463,1,1,3,2,1,1,1,0,4,2,2,2,4,2,55 - 64 Years,Some College,Male,"> $75,000",Employed,Non-MSA
9467,0,1,3,0,1,1,1,0,3,4,2,4,1,1,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
9468,1,1,3,1,1,1,1,0,5,2,4,2,2,4,18 - 34 Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
9475,0,0,3,1,1,1,1,0,2,1,1,4,1,1,55 - 64 Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
9482,0,0,2,1,1,1,1,,4,1,2,4,1,1,18 - 34 Years,,Female,,,Non-MSA
9483,0,0,2,1,1,1,1,1,4,2,4,4,2,4,55 - 64 Years,Some College,Male,,Not in Labor Force,"MSA, Principle City"
9488,0,0,3,0,1,1,1,,3,5,5,5,5,5,55 - 64 Years,< 12 Years,Male,Below Poverty,Not in Labor Force,"MSA, Not Principle  City"
9491,1,1,2,1,1,1,0,0,5,4,4,5,4,4,45 - 54 Years,Some College,Male,"> $75,000",Employed,"MSA, Principle City"
9494,0,0,2,1,1,1,1,1,4,1,2,5,1,2,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
9496,0,1,2,1,1,1,1,0,,2,2,5,1,2,65+ Years,< 12 Years,Male,Below Poverty,Not in Labor Force,"MSA, Not Principle  City"
9501,0,0,2,1,1,1,0,0,5,2,4,4,5,1,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
9504,0,1,3,2,,1,1,0,4,2,1,4,4,2,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
9505,0,0,0,2,1,1,0,0,4,1,1,4,1,1,65+ Years,College Graduate,Female,,Employed,"MSA, Not Principle  City"
9506,0,1,2,2,1,1,0,0,4,4,2,4,4,1,55 - 64 Years,College Graduate,Female,,Employed,"MSA, Not Principle  City"
9513,0,0,1,2,1,1,1,0,2,2,4,4,2,1,35 - 44 Years,College Graduate,Female,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
9521,0,0,3,2,1,1,1,0,4,4,4,4,2,2,35 - 44 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
9522,0,0,1,1,1,1,1,0,1,2,1,2,1,1,35 - 44 Years,12 Years,Male,"> $75,000",Employed,Non-MSA
9530,0,1,2,1,1,1,1,1,5,1,4,5,2,4,55 - 64 Years,12 Years,Female,,Not in Labor Force,Non-MSA
9535,0,1,3,1,1,1,1,1,4,2,1,4,4,4,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
9542,0,1,2,1,1,1,1,0,3,3,4,4,4,2,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
9544,1,0,1,1,1,1,0,0,5,4,1,4,2,1,18 - 34 Years,12 Years,Female,,Not in Labor Force,"MSA, Not Principle  City"
9546,0,0,3,1,0,1,1,0,4,4,4,4,4,1,45 - 54 Years,12 Years,Male,"> $75,000",Employed,"MSA, Not Principle  City"
9548,0,1,2,2,0,1,1,1,2,4,4,5,4,1,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
9558,0,0,2,2,1,1,1,0,4,4,2,4,3,1,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
9561,0,0,3,0,1,1,1,0,5,4,2,4,4,4,18 - 34 Years,< 12 Years,Female,Below Poverty,Not in Labor Force,"MSA, Not Principle  City"
9566,0,1,2,2,1,1,1,0,3,2,2,4,4,2,65+ Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
9570,0,0,2,1,1,1,1,0,4,2,5,2,2,4,45 - 54 Years,12 Years,Female,"<= $75,000, Above Poverty",Unemployed,"MSA, Not Principle  City"
9572,1,1,2,2,,1,1,0,4,2,2,4,2,1,45 - 54 Years,Some College,Female,,Employed,Non-MSA
9575,1,1,2,1,1,1,1,0,5,5,5,5,4,1,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
9578,1,1,0,1,1,1,1,0,,4,1,5,2,1,45 - 54 Years,< 12 Years,Male,"> $75,000",Employed,"MSA, Principle City"
9579,0,1,2,1,1,1,1,0,4,4,4,5,4,4,45 - 54 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
9582,1,0,3,1,1,1,1,1,5,5,4,4,5,4,55 - 64 Years,< 12 Years,Female,Below Poverty,Not in Labor Force,"MSA, Not Principle  City"
9585,0,0,2,1,1,1,1,0,4,1,4,4,2,4,55 - 64 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
9586,0,1,2,1,1,1,1,1,4,1,2,4,4,2,45 - 54 Years,12 Years,Male,,Employed,"MSA, Principle City"
9587,0,1,2,2,1,1,1,1,3,2,1,5,2,1,45 - 54 Years,12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
9591,0,1,1,1,0,1,0,0,3,3,2,4,2,2,65+ Years,12 Years,Female,,Not in Labor Force,Non-MSA
9598,0,0,2,1,1,1,1,0,4,2,5,4,2,4,65+ Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
9601,0,0,2,1,1,1,1,0,4,2,2,4,2,2,45 - 54 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
9602,0,0,2,1,1,1,1,0,2,1,4,2,2,4,35 - 44 Years,< 12 Years,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
9603,0,1,2,0,1,1,1,1,4,4,4,5,5,1,65+ Years,< 12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
9607,0,1,3,1,0,1,1,0,5,2,2,5,4,2,35 - 44 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
9611,0,0,3,0,1,1,0,0,5,4,4,5,5,4,35 - 44 Years,< 12 Years,Female,Below Poverty,Employed,"MSA, Principle City"
9612,0,0,1,1,1,1,0,1,4,2,1,4,1,1,65+ Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
9613,0,0,1,1,0,1,0,0,2,2,4,4,2,1,18 - 34 Years,12 Years,Male,"> $75,000",Employed,"MSA, Not Principle  City"
9616,1,1,3,1,1,1,1,0,5,4,4,5,2,4,65+ Years,< 12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
9619,0,1,1,0,1,1,1,0,4,1,2,4,1,4,65+ Years,12 Years,Male,Below Poverty,Employed,Non-MSA
9624,0,1,3,2,1,1,0,1,4,2,4,4,4,1,45 - 54 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
9629,1,0,3,2,1,1,1,1,4,4,1,4,4,1,35 - 44 Years,Some College,Female,"> $75,000",Employed,"MSA, Not Principle  City"
9631,0,0,2,2,1,1,0,0,4,4,4,4,4,4,45 - 54 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
9635,0,0,2,1,0,1,1,0,4,4,4,4,4,1,65+ Years,12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
9637,1,1,3,1,1,1,1,0,5,4,5,5,5,5,18 - 34 Years,,Female,,,"MSA, Principle City"
9641,0,1,3,1,1,1,1,1,5,4,4,5,5,1,55 - 64 Years,College Graduate,Female,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
9642,0,1,1,0,0,1,1,,,,,,,,35 - 44 Years,,Female,,,Non-MSA
9646,0,0,1,1,1,1,0,0,4,1,4,2,1,5,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
9648,0,0,3,2,1,1,1,0,4,1,4,4,2,1,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
9651,0,1,2,1,,1,0,0,4,2,2,4,2,2,55 - 64 Years,College Graduate,Female,"> $75,000",Employed,Non-MSA
9654,1,1,3,2,1,1,1,0,5,4,2,5,4,2,55 - 64 Years,12 Years,Female,"> $75,000",Employed,"MSA, Not Principle  City"
9660,0,0,1,1,1,1,1,0,3,4,2,1,4,5,18 - 34 Years,Some College,Female,Below Poverty,Unemployed,Non-MSA
9665,0,0,3,1,1,1,1,0,4,2,5,4,2,4,18 - 34 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
9668,0,1,2,1,1,1,1,0,3,4,2,4,4,2,18 - 34 Years,College Graduate,Female,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
9672,0,1,1,1,1,1,0,0,4,2,1,4,2,4,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
9674,1,1,2,1,1,1,1,1,5,5,5,5,4,1,35 - 44 Years,Some College,Female,Below Poverty,Not in Labor Force,"MSA, Not Principle  City"
9675,0,1,2,2,1,1,1,0,4,2,4,5,2,2,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
9679,0,0,0,2,1,1,0,0,1,1,5,2,1,4,45 - 54 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
9681,0,1,2,1,1,1,1,1,4,4,1,5,5,2,18 - 34 Years,,Female,,,Non-MSA
9682,1,1,2,1,1,1,0,0,4,2,4,4,4,1,55 - 64 Years,12 Years,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
9685,0,0,2,1,1,1,1,0,4,2,2,4,2,2,55 - 64 Years,Some College,Male,"> $75,000",Employed,"MSA, Principle City"
9692,0,0,1,1,0,1,0,0,4,1,1,5,1,1,65+ Years,< 12 Years,Female,Below Poverty,Not in Labor Force,"MSA, Not Principle  City"
9694,0,0,2,1,1,1,1,0,4,2,2,5,2,1,18 - 34 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
9700,0,0,2,2,1,1,1,1,4,5,4,4,5,5,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
9702,0,1,3,2,1,1,0,0,5,2,2,4,1,1,18 - 34 Years,College Graduate,Female,,Employed,"MSA, Not Principle  City"
9703,0,1,1,2,1,1,1,0,5,2,2,5,2,2,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
9716,0,1,3,1,1,1,1,1,4,4,4,5,4,2,55 - 64 Years,12 Years,Female,Below Poverty,Not in Labor Force,"MSA, Not Principle  City"
9719,0,0,1,1,1,1,0,0,3,2,1,4,2,1,55 - 64 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
9723,0,0,2,2,0,1,1,0,4,4,4,5,4,1,35 - 44 Years,,Male,,Employed,Non-MSA
9724,1,1,3,1,1,1,1,1,5,5,4,5,5,4,55 - 64 Years,< 12 Years,Male,,Unemployed,"MSA, Not Principle  City"
9731,0,1,2,1,1,1,1,1,4,4,4,5,4,1,65+ Years,,Male,,,"MSA, Not Principle  City"
9733,0,0,1,1,1,1,0,0,4,1,1,4,2,4,35 - 44 Years,12 Years,Male,"> $75,000",Employed,Non-MSA
9734,0,0,1,2,1,1,1,1,4,1,1,4,2,2,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Principle City"
9738,0,1,2,2,1,1,0,1,4,1,4,5,4,1,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
9740,0,0,2,2,1,1,1,0,5,2,1,5,4,4,55 - 64 Years,College Graduate,Male,"> $75,000",Not in Labor Force,"MSA, Principle City"
9742,1,1,1,1,1,1,1,1,5,4,4,5,2,1,55 - 64 Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
9744,0,0,2,0,1,1,1,0,4,2,4,4,2,4,35 - 44 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
9746,1,1,1,2,1,1,1,1,5,5,5,5,5,1,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
9752,1,1,3,1,1,1,1,0,3,5,4,3,5,2,65+ Years,College Graduate,Female,Below Poverty,Not in Labor Force,"MSA, Principle City"
9754,0,1,2,1,1,1,1,0,4,2,2,5,4,4,45 - 54 Years,College Graduate,Female,,Employed,Non-MSA
9755,1,0,3,1,1,1,1,1,3,1,2,4,2,2,55 - 64 Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
9759,0,1,2,1,1,1,1,1,1,1,1,1,1,1,18 - 34 Years,,Male,,,"MSA, Principle City"
9760,0,1,3,1,1,1,1,0,3,4,4,5,4,4,65+ Years,Some College,Male,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
9761,0,0,1,1,1,1,1,0,1,1,4,1,1,1,45 - 54 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
9762,0,0,2,2,1,1,1,0,4,1,5,4,2,5,55 - 64 Years,< 12 Years,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
9765,1,1,2,1,1,1,1,0,4,2,1,4,1,1,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
9767,0,0,1,1,1,1,1,0,4,4,2,5,4,2,35 - 44 Years,12 Years,Female,Below Poverty,Unemployed,Non-MSA
9768,0,0,2,2,0,1,1,0,5,1,2,4,2,2,45 - 54 Years,12 Years,Female,"> $75,000",Unemployed,"MSA, Principle City"
9771,0,0,1,0,1,1,1,1,4,2,2,4,1,2,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
9773,0,0,0,1,1,1,1,0,2,1,1,1,1,1,18 - 34 Years,< 12 Years,Female,"<= $75,000, Above Poverty",Unemployed,"MSA, Principle City"
9774,1,1,2,2,0,1,0,1,5,4,4,5,5,4,55 - 64 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
9775,0,1,0,2,1,1,1,0,1,1,1,5,5,1,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,Non-MSA
9777,0,1,1,0,1,1,1,1,4,2,2,2,2,2,65+ Years,< 12 Years,Female,,Not in Labor Force,"MSA, Principle City"
9784,0,1,1,1,1,1,1,1,4,2,4,5,4,1,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
9786,0,0,3,1,1,1,1,0,5,5,5,4,5,5,35 - 44 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
9788,1,1,2,1,1,1,1,1,5,5,1,5,5,1,55 - 64 Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
9789,0,0,2,1,1,1,1,0,4,2,2,4,2,2,45 - 54 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
9790,0,1,2,1,1,1,1,1,4,2,2,4,4,4,35 - 44 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
9792,0,1,2,1,1,1,1,0,4,2,1,4,4,1,45 - 54 Years,12 Years,Male,"> $75,000",Employed,"MSA, Not Principle  City"
9794,1,1,2,1,1,1,1,0,5,1,2,4,4,1,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
9795,0,0,2,0,1,1,1,1,4,4,2,4,4,2,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
9798,0,0,3,1,1,1,1,1,3,3,4,4,4,4,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
9805,0,0,2,1,1,1,1,0,4,2,4,4,2,2,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
9806,1,1,2,1,1,1,0,,5,2,4,5,4,2,45 - 54 Years,Some College,Female,"> $75,000",Employed,"MSA, Not Principle  City"
9812,0,0,0,1,1,1,0,0,4,2,2,4,1,1,18 - 34 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
9815,0,0,1,1,1,1,1,0,3,3,1,5,1,2,18 - 34 Years,< 12 Years,Female,Below Poverty,Not in Labor Force,"MSA, Principle City"
9819,0,1,1,2,1,1,1,1,4,1,1,5,4,1,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
9821,0,0,3,2,1,1,1,0,4,4,5,4,5,5,35 - 44 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
9823,0,1,0,1,1,1,1,0,4,2,2,4,4,1,65+ Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
9826,0,1,2,1,1,1,0,0,3,2,2,4,4,2,35 - 44 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
9827,0,0,2,2,1,1,1,0,1,1,1,1,1,1,35 - 44 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
9831,0,0,3,1,1,1,1,0,5,4,4,5,4,4,18 - 34 Years,Some College,Female,,Employed,"MSA, Not Principle  City"
9833,0,0,3,2,1,1,1,0,1,2,1,5,2,1,18 - 34 Years,Some College,Male,"> $75,000",Unemployed,"MSA, Not Principle  City"
9838,0,0,2,2,1,1,1,0,2,1,1,4,1,1,55 - 64 Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
9839,0,1,1,1,1,1,1,0,3,3,2,4,5,2,45 - 54 Years,College Graduate,Female,,Employed,"MSA, Principle City"
9842,0,0,2,1,1,1,1,0,5,2,2,4,2,4,35 - 44 Years,< 12 Years,Male,Below Poverty,Unemployed,"MSA, Not Principle  City"
