,h1n1_vaccine,seasonal_vaccine,age_group,sex,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,behavioral_outside_home,chronic_med_condition,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,education,income_poverty,employment_status
20256,0,0,1,1,2,2,1,0,1,0,4,1,1,4,4,1,3,2,1
20257,0,1,2,1,2,1,0,0,0,0,4,1,2,5,2,1,3,2,1
20258,0,0,2,0,1,2,0,0,0,0,4,2,2,5,5,4,3,1,1
20259,0,0,3,1,2,1,1,0,0,1,5,2,1,5,2,1,2,1,1
20260,0,1,0,1,1,0,0,0,0,0,4,4,2,5,4,1,1,1,1
20261,1,1,1,1,3,2,1,1,0,0,4,5,2,4,5,4,3,2,1
20262,0,1,1,1,2,2,1,0,0,0,1,5,1,2,5,4,3,2,1
20263,0,0,1,0,1,1,0,0,0,0,4,1,1,4,1,1,2,1,1
20264,0,1,4,1,2,1,1,0,0,1,2,5,4,5,5,2,3,1,2
20265,0,1,4,1,3,1,1,1,1,0,4,2,2,4,2,2,1,1,2
20266,0,0,1,0,1,2,0,0,0,0,4,1,1,2,1,1,3,1,1
20267,0,1,3,1,2,1,1,1,0,1,4,2,1,4,2,2,3,1,2
20268,1,1,3,0,2,1,1,0,0,0,4,2,2,5,2,2,2,2,1
20269,0,1,0,0,1,1,1,0,0,0,4,1,2,4,2,2,2,1,2
20270,1,1,3,1,2,2,1,0,0,0,4,2,2,4,2,2,3,1,1
20271,1,1,4,0,0,0,0,0,0,1,5,1,1,5,1,1,0,2,2
20272,1,1,4,1,0,2,1,0,1,1,4,5,1,5,5,1,1,1,2
20273,1,0,4,0,3,1,0,0,0,0,5,2,1,5,4,1,3,1,2
20274,0,0,0,0,2,0,0,1,1,0,5,4,5,5,4,4,1,0,1
20275,0,1,1,1,1,2,1,1,0,0,4,2,1,4,4,1,2,1,1
20276,0,0,1,1,2,0,0,0,0,0,4,4,1,4,2,5,1,0,1
20277,1,1,2,1,2,2,1,0,1,0,4,4,4,5,4,2,3,2,0
20278,1,1,1,1,1,2,1,1,0,0,3,4,1,5,4,1,3,2,1
20279,1,1,4,1,2,2,1,0,0,0,3,2,5,4,4,4,2,1,1
20280,0,0,0,1,1,1,0,0,0,0,4,4,2,2,4,2,3,2,1
20281,1,1,1,0,2,2,1,1,0,0,4,4,1,4,5,1,3,1,1
20282,1,1,2,0,3,2,1,0,0,1,5,2,2,5,2,2,3,2,1
20283,0,0,4,1,2,1,1,0,0,0,4,1,5,4,1,5,2,1,1
20284,0,0,2,1,1,2,1,0,0,0,4,1,1,3,1,1,3,2,1
20285,0,1,1,1,3,2,1,1,1,0,5,4,4,5,4,2,0,1,1
20286,0,0,2,1,3,2,1,1,1,0,5,4,2,5,5,2,0,1,0
20287,0,1,4,1,2,2,1,0,0,0,4,2,1,5,4,1,3,1,2
20288,0,0,3,0,2,0,1,0,1,1,3,3,4,2,3,2,0,1,1
20289,0,1,3,1,1,1,1,1,0,1,4,2,4,4,4,4,0,1,1
20290,0,0,1,0,0,1,0,0,0,0,3,1,2,3,1,1,3,1,1
20291,0,0,0,0,0,0,0,0,0,0,4,1,1,4,1,1,1,1,1
20292,0,1,0,1,2,2,1,1,1,0,4,2,2,4,4,2,3,2,1
20293,0,0,0,0,2,1,0,1,1,0,4,2,2,4,2,1,0,1,2
20294,0,0,2,1,0,0,1,1,1,0,4,1,1,4,2,1,0,0,2
20295,0,0,2,0,2,2,1,0,0,0,2,2,4,4,2,4,2,2,1
20296,0,1,4,1,2,2,0,0,1,0,4,4,4,5,2,4,1,1,2
20297,0,0,3,1,3,1,0,1,0,1,5,1,1,5,1,1,1,0,2
20298,0,0,0,1,1,2,1,0,0,1,4,4,2,4,2,1,1,1,2
20299,0,0,1,1,1,1,1,0,0,0,2,2,4,4,2,1,3,2,1
20300,0,1,4,1,1,1,1,1,1,0,5,2,2,5,2,2,2,1,2
20301,0,1,3,0,2,1,1,0,0,1,4,2,2,4,4,2,3,2,1
20302,0,0,3,1,2,1,1,1,1,1,3,2,4,4,2,4,1,0,2
20303,0,0,0,0,1,1,0,0,0,0,4,2,2,4,2,2,3,1,1
20304,0,0,1,1,2,1,1,0,0,0,2,2,4,1,2,4,1,0,2
20305,0,0,4,0,0,0,0,0,0,0,3,3,1,3,3,1,2,1,2
20306,0,0,3,1,2,1,1,1,1,1,4,1,4,4,2,4,0,0,2
20307,0,1,4,0,2,0,0,1,1,0,4,2,4,4,2,4,1,1,2
20308,0,0,3,0,3,0,1,1,1,0,5,1,2,5,2,2,0,0,0
20309,1,1,4,1,3,1,1,1,1,1,5,5,5,5,5,5,1,0,2
20310,1,0,4,1,2,1,0,0,0,1,4,2,1,4,2,1,1,1,2
20311,1,1,2,0,2,1,1,0,0,0,5,1,1,5,4,1,3,1,2
20312,1,1,3,0,0,2,1,0,0,1,5,5,5,5,5,5,3,1,1
20313,1,1,1,0,2,2,1,0,0,1,5,5,1,5,2,2,3,2,1
20314,0,1,4,1,2,1,0,0,0,0,4,2,2,4,4,4,3,1,2
20315,0,0,0,0,1,1,1,0,1,0,4,1,2,5,1,2,2,1,1
20316,0,0,2,1,1,1,1,0,0,0,4,2,4,4,4,5,2,2,1
20317,0,0,2,1,2,2,1,0,0,0,5,2,4,4,2,2,3,1,1
20318,0,0,3,1,2,1,1,1,1,1,4,4,4,4,4,1,3,2,2
20319,1,1,4,1,2,1,1,1,1,0,5,4,2,5,5,1,2,1,2
20320,0,1,1,1,3,1,1,1,0,0,4,4,5,2,5,5,2,1,1
20321,1,1,0,1,1,2,1,1,1,1,5,4,5,5,5,1,2,0,2
20322,0,0,0,0,3,2,1,0,0,0,4,2,2,4,2,2,0,1,1
20323,0,1,4,1,2,1,0,1,1,1,4,2,2,4,2,2,1,1,2
20324,0,0,2,0,0,1,0,0,0,0,4,2,2,2,2,2,1,2,1
20325,0,1,4,1,2,1,1,0,0,0,4,2,4,5,2,1,0,0,2
20326,0,1,3,0,1,2,0,0,0,0,5,4,1,5,4,1,3,2,1
20327,0,1,4,1,2,1,1,0,1,0,4,1,2,5,4,5,3,1,2
20328,0,0,3,1,2,1,1,1,1,1,4,2,4,4,1,4,3,0,0
20329,0,0,0,1,2,1,1,1,1,1,1,1,1,2,1,1,2,0,2
20330,0,1,1,1,2,1,1,1,1,0,3,5,2,4,4,2,3,1,1
20331,1,1,1,0,3,2,1,1,0,0,5,4,2,4,1,2,2,1,1
20332,0,0,3,0,1,1,0,0,0,0,3,1,1,3,1,1,3,1,1
20333,0,0,0,0,1,1,1,0,0,0,5,4,1,5,4,1,3,1,1
20334,0,1,2,1,1,2,1,0,0,0,4,1,4,4,1,1,3,1,1
20335,0,1,4,0,0,0,0,0,0,1,3,3,3,5,5,1,0,0,2
20336,0,1,3,1,1,1,1,1,0,0,3,1,2,5,4,1,3,1,2
20337,1,1,0,1,3,2,1,1,0,0,5,5,5,5,5,1,3,2,1
20338,0,0,0,1,1,1,1,1,1,0,4,1,1,4,1,1,2,2,1
20339,1,1,0,1,2,1,0,0,0,0,4,2,2,4,4,1,1,2,1
20340,0,0,3,0,2,2,0,0,0,0,5,2,2,2,4,4,3,1,2
20341,0,0,0,0,1,1,0,1,1,1,4,2,1,4,1,1,2,1,1
20342,0,1,3,0,3,2,1,0,1,1,5,2,1,5,4,1,1,1,1
20343,1,1,2,0,2,2,1,0,0,0,3,2,4,3,1,2,3,1,0
20344,0,0,4,1,2,1,1,0,0,1,4,2,5,4,1,5,1,1,1
20345,1,1,3,1,2,2,1,0,0,1,4,4,4,5,5,5,3,2,1
20346,0,1,3,1,2,1,1,1,1,1,3,2,1,5,4,1,1,0,2
20347,1,0,0,0,2,1,0,1,0,0,4,2,4,4,2,2,2,0,2
20348,0,1,4,1,0,1,1,0,0,1,4,2,4,4,2,1,2,1,2
20349,1,1,2,1,2,2,1,0,0,0,5,4,2,4,2,1,3,2,2
20350,0,1,3,1,2,1,1,1,1,1,5,2,4,5,4,5,3,1,1
20351,0,0,2,1,0,0,0,0,0,0,3,1,1,2,1,1,3,1,1
20352,1,1,2,1,2,2,1,1,1,0,5,4,1,5,4,1,1,1,1
20353,0,1,3,0,0,2,1,1,1,0,2,1,2,2,1,1,1,1,1
20354,0,0,2,1,1,1,0,0,0,0,4,1,1,4,2,1,3,1,2
20355,1,1,2,0,3,2,0,0,0,0,4,2,1,4,4,1,3,2,1
20356,0,0,1,0,2,2,1,0,0,0,4,2,4,1,2,1,1,1,1
20357,0,0,0,1,2,1,1,0,0,0,4,2,4,4,5,4,3,1,2
20358,0,1,4,1,2,2,1,1,1,1,3,3,4,5,5,2,3,1,2
20359,0,1,3,1,2,2,1,0,0,0,4,1,1,5,1,1,3,1,1
20360,1,1,3,0,0,0,1,1,1,1,3,1,1,5,5,1,2,1,1
20361,1,1,0,1,2,1,1,1,0,0,5,4,5,5,4,5,3,1,1
20362,0,1,2,0,1,1,1,0,0,0,2,1,2,4,2,2,2,1,1
20363,1,1,2,1,2,1,0,1,0,1,4,1,2,4,5,2,1,1,1
20364,0,0,1,0,2,1,1,0,0,1,2,2,2,4,2,2,0,1,0
20365,1,0,3,1,2,2,0,0,0,0,4,4,2,4,2,1,3,2,1
20366,0,0,4,1,1,0,0,1,1,0,4,4,1,5,1,2,1,0,2
20367,1,1,3,1,3,2,1,1,1,1,5,4,4,4,4,4,0,1,2
20368,0,0,0,0,2,1,1,1,1,0,3,5,4,4,5,4,0,1,0
20369,1,1,0,0,1,1,1,0,0,0,5,2,1,4,4,4,3,1,1
20370,1,1,4,0,2,2,1,1,1,1,4,1,1,4,4,4,2,0,2
20371,0,0,3,1,1,1,1,0,0,0,4,2,2,4,4,4,3,2,1
20372,0,0,4,1,2,2,1,0,1,0,4,1,5,4,1,4,2,1,2
20373,0,0,0,0,0,1,0,0,0,0,4,1,1,2,2,1,3,1,1
20374,0,0,2,1,2,2,1,0,0,0,4,1,5,1,1,4,2,2,2
20375,0,0,2,1,1,2,1,0,0,0,4,1,1,4,1,1,2,1,1
20376,0,0,2,1,2,1,1,1,0,0,4,2,4,4,2,2,1,1,1
20377,1,1,2,1,2,2,1,0,0,1,4,2,4,4,2,2,3,2,1
20378,0,1,0,0,1,2,1,0,0,1,5,2,2,4,4,1,3,1,2
20379,0,1,4,1,1,1,1,1,1,1,5,2,2,5,4,4,2,1,2
20380,0,1,4,0,1,1,0,0,0,0,4,1,1,4,4,1,3,2,2
20381,0,0,2,1,3,1,1,1,1,1,4,5,5,4,4,2,2,0,2
20382,0,1,2,1,2,1,1,0,0,1,4,2,4,4,4,1,2,1,2
20383,0,0,4,0,3,1,1,1,1,0,4,1,4,5,1,2,1,1,2
20384,1,1,0,1,2,2,1,1,0,0,4,4,4,4,4,2,3,2,1
20385,0,0,4,1,0,2,0,0,0,0,2,1,1,5,1,1,1,1,2
20386,0,1,1,1,3,2,1,1,0,1,3,4,5,4,2,2,3,1,1
20387,0,1,4,1,2,2,0,0,1,1,5,2,4,5,4,1,2,0,2
20388,0,1,4,0,1,2,1,1,0,0,3,2,2,3,2,1,3,1,2
20389,0,1,3,1,2,2,1,0,0,0,3,2,2,4,4,2,2,1,2
20390,0,1,3,1,2,1,1,0,0,1,3,2,2,5,2,1,2,2,1
20391,0,0,0,0,0,1,0,0,0,0,4,2,1,4,2,2,3,1,1
20392,0,0,1,1,2,1,1,0,0,0,4,4,2,4,2,4,3,2,2
20393,0,0,0,1,3,1,1,1,0,1,5,4,4,5,4,4,1,0,2
20394,0,0,2,1,2,2,1,1,1,0,4,2,2,5,2,2,3,2,1
20395,0,0,3,1,1,2,0,0,0,0,4,1,4,4,1,4,3,1,1
20396,1,1,2,0,2,1,1,0,0,0,5,4,4,4,4,1,3,2,1
20397,0,0,0,0,0,1,1,0,0,0,4,1,4,4,1,1,2,1,1
20398,0,0,4,0,3,2,1,1,1,1,3,1,2,3,1,2,3,1,1
20399,1,1,4,0,1,1,1,1,1,0,4,1,2,5,1,2,1,1,2
20400,0,0,0,0,2,1,1,0,0,0,5,1,1,5,1,2,1,1,1
20401,0,0,3,0,1,1,0,0,1,0,4,1,1,4,2,1,3,1,2
20402,0,0,1,0,0,1,1,1,1,1,3,1,4,4,1,2,1,2,1
20403,0,0,1,0,3,1,1,0,1,0,5,2,2,5,1,2,2,2,0
20404,0,0,2,0,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1
20405,0,1,4,1,1,0,1,0,0,0,5,4,2,5,5,1,2,1,2
20406,0,1,4,0,1,1,1,1,0,0,4,2,2,4,2,2,3,1,2
20407,0,1,4,0,1,2,0,0,0,0,5,2,1,5,4,1,3,1,2
20408,0,1,0,1,2,1,1,1,1,0,4,2,4,5,4,1,2,1,2
20409,0,0,2,0,2,1,1,0,0,0,3,3,4,4,2,4,1,2,1
20410,0,0,4,1,2,2,1,1,1,0,4,2,1,4,1,1,3,2,2
20411,0,0,2,0,2,1,1,1,1,1,5,1,1,4,2,1,3,1,0
20412,0,0,4,0,1,1,1,1,1,1,4,1,1,4,4,4,3,2,2
20413,0,0,2,1,2,2,1,0,0,0,3,1,2,4,1,1,2,1,1
20414,1,1,3,1,2,2,0,0,0,1,5,4,2,5,4,2,3,2,1
20415,1,1,2,1,3,2,1,0,0,0,4,4,1,5,5,1,2,2,1
20416,0,0,3,0,1,1,0,0,0,1,4,1,1,2,1,1,2,1,2
20417,0,1,3,0,2,1,1,0,0,1,4,4,4,5,4,4,1,1,2
20418,0,0,0,1,1,1,1,0,0,0,3,1,1,5,2,2,2,1,2
20419,1,1,2,0,2,1,1,1,1,0,4,2,2,4,2,2,3,2,1
20420,0,1,4,0,1,1,1,1,1,0,4,1,2,5,2,1,3,1,2
20421,0,0,1,0,3,1,1,0,0,0,1,2,1,2,4,1,1,0,2
20422,0,1,4,1,1,1,1,1,1,0,3,1,1,5,5,1,1,0,2
20423,0,1,4,1,2,2,1,0,0,0,4,4,4,5,4,2,3,1,2
20424,0,0,1,0,2,1,1,0,0,0,4,2,4,4,4,4,3,1,1
20425,0,1,1,1,1,1,0,0,0,0,4,1,2,4,4,2,2,1,0
20426,0,0,0,1,2,1,1,0,0,0,2,2,1,1,2,2,1,0,2
20427,1,1,0,0,2,1,0,0,0,0,4,4,1,4,4,2,2,1,1
20428,0,1,4,1,0,2,1,0,0,0,4,1,1,5,2,1,3,1,1
20429,0,0,2,0,1,1,1,1,1,0,5,1,2,5,1,2,1,0,1
20430,1,1,0,1,2,2,1,1,0,0,5,5,4,4,5,1,3,2,1
20431,0,0,1,0,3,0,1,0,0,0,5,1,4,5,5,2,0,1,1
20432,0,0,2,1,3,1,1,0,0,1,2,1,4,2,1,5,2,1,0
20433,0,0,1,0,3,1,1,1,1,1,5,4,5,4,5,5,0,0,2
20434,0,1,4,1,1,1,1,1,0,0,5,1,1,5,1,1,2,1,2
20435,0,0,1,0,0,1,0,0,0,0,4,1,5,4,1,1,3,1,1
20436,0,1,4,1,2,2,1,1,0,0,5,2,2,5,5,5,0,1,2
20437,0,1,3,1,2,1,0,1,0,1,2,2,2,4,4,2,2,1,2
20438,0,0,3,0,2,1,1,1,1,1,4,1,4,4,2,1,1,0,2
20439,0,0,4,1,1,0,1,1,1,1,4,1,1,5,1,1,1,1,2
20440,1,0,3,0,2,2,0,0,0,0,5,4,4,4,4,1,3,1,1
20441,1,0,4,0,2,0,1,1,0,1,5,1,1,4,2,1,3,1,2
20442,0,0,3,0,1,1,1,1,1,1,5,2,1,5,2,1,2,1,2
20443,0,0,2,0,2,2,1,0,0,0,4,2,2,4,2,2,3,2,1
20444,0,0,1,0,0,1,1,1,1,0,1,1,1,4,1,1,2,1,1
20445,0,1,3,1,3,1,1,0,0,0,3,4,2,5,4,4,1,1,1
20446,0,1,2,0,3,2,1,1,1,1,5,4,5,5,5,1,2,1,1
20447,0,1,2,1,2,2,1,0,1,0,3,1,5,5,4,2,3,2,1
20448,0,0,4,1,3,1,0,0,0,1,5,5,4,4,5,4,0,1,2
20449,0,0,2,0,3,1,1,1,0,0,5,5,2,5,5,5,0,0,1
20450,0,1,4,1,2,1,1,1,0,0,4,1,2,5,5,1,3,1,2
20451,1,1,4,0,2,1,1,1,1,1,5,2,1,4,1,1,2,1,2
20452,0,0,2,0,1,1,1,0,0,0,3,2,2,2,2,2,2,1,1
20453,1,0,4,0,2,1,1,0,0,1,5,1,1,5,2,1,3,0,0
20454,1,1,0,0,0,1,0,0,0,0,5,4,2,4,4,1,3,2,1
20455,0,0,2,1,3,2,1,1,1,0,4,2,5,4,2,5,3,1,1
20456,0,0,3,1,2,1,1,1,1,0,4,2,1,4,2,2,1,1,1
20457,0,0,3,1,1,1,0,0,0,0,5,1,2,5,1,2,3,2,2
20458,0,0,0,1,1,2,1,0,0,0,5,1,1,5,1,1,1,0,1
20459,0,0,3,1,2,2,0,0,0,1,4,1,2,5,1,4,3,2,1
20460,0,0,2,0,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1
20461,0,0,2,1,2,2,1,1,0,0,4,4,4,5,4,1,1,2,1
20462,1,0,2,1,3,2,1,1,1,1,4,2,4,4,2,2,2,1,1
20463,0,0,2,1,2,1,1,1,0,1,4,1,4,4,2,2,0,1,1
20464,1,1,3,1,1,1,1,1,1,1,5,5,2,5,5,1,1,1,2
20465,0,0,2,1,2,1,1,0,0,0,4,2,2,2,2,2,1,2,1
20466,0,0,0,0,1,1,1,0,0,0,4,5,2,5,5,2,0,2,1
20467,0,0,0,0,1,1,1,1,1,0,4,2,1,4,1,1,2,1,2
20468,0,0,4,0,0,2,0,0,0,0,1,1,1,2,1,1,2,1,2
20469,0,0,3,1,2,2,0,0,0,0,5,2,2,4,2,4,2,1,1
20470,0,0,1,0,0,2,1,0,0,0,4,1,1,4,1,1,3,2,1
20471,0,0,1,0,2,1,1,0,0,1,4,4,4,2,4,2,2,2,1
20472,0,0,2,0,0,1,1,0,1,1,4,2,1,4,1,1,1,1,1
20473,0,0,1,0,0,2,1,0,0,0,5,1,1,4,1,1,1,2,1
20474,0,0,0,0,1,2,1,1,0,0,4,2,1,4,2,1,2,2,2
20475,0,0,1,0,0,1,0,0,0,0,3,1,1,2,1,1,3,1,2
20476,0,0,1,1,2,1,1,0,0,0,3,2,2,3,2,2,3,2,1
20477,0,1,4,0,1,0,1,0,1,1,3,1,1,5,4,1,1,1,2
20478,1,1,0,0,2,1,1,0,0,0,4,2,2,4,2,1,1,1,1
20479,1,1,2,1,2,2,1,0,0,0,5,4,4,5,2,2,3,2,1
20480,1,1,4,1,0,1,1,1,1,1,5,1,2,4,4,2,1,1,2
20481,0,1,2,0,3,1,1,1,1,1,5,3,4,4,4,4,1,1,2
20482,0,0,2,1,2,2,1,0,0,1,5,1,1,5,2,2,2,1,1
20483,1,1,0,0,0,2,1,0,0,1,2,1,1,4,1,1,2,1,1
20484,0,0,1,0,1,2,1,0,0,1,4,2,2,4,2,1,3,2,1
20485,0,0,1,1,3,2,1,1,1,1,4,1,4,4,4,5,1,1,1
20486,0,1,4,1,3,1,1,1,1,0,5,4,5,5,5,2,2,0,2
20487,0,0,4,1,2,1,1,0,0,0,4,2,1,4,4,1,3,2,2
20488,0,1,0,1,1,1,1,1,1,1,4,2,2,2,5,5,1,1,2
20489,0,0,1,0,1,1,0,0,0,0,5,2,2,4,2,1,3,2,1
20490,0,1,2,1,2,2,1,0,1,1,5,1,1,5,4,1,3,2,1
20491,0,0,4,1,1,1,1,0,0,0,4,1,1,4,1,1,2,1,2
20492,0,0,4,0,1,1,1,0,0,0,4,1,2,4,2,2,3,1,2
20493,0,1,3,1,3,2,1,0,0,1,4,5,4,1,5,4,2,1,2
20494,0,0,1,1,2,1,1,1,1,0,4,2,2,4,2,2,3,1,2
20495,0,1,3,0,2,2,1,1,1,1,4,2,4,5,4,4,2,2,1
20496,0,0,0,0,2,1,1,0,0,0,4,4,4,4,2,1,1,1,1
20497,1,1,3,1,2,2,1,1,1,0,5,4,1,5,5,1,3,2,1
20498,0,1,3,0,1,1,1,1,0,0,5,4,2,5,5,1,2,1,1
20499,0,0,3,1,1,2,0,1,1,1,5,1,1,5,4,2,3,1,1
20500,1,1,1,0,2,2,1,0,0,0,4,1,2,4,2,2,3,2,1
20501,0,0,3,1,3,2,1,0,0,1,4,2,2,4,2,2,1,1,1
20502,0,0,0,0,1,2,0,0,0,0,5,2,2,5,2,2,3,1,2
20503,0,1,3,1,3,1,1,1,1,1,3,5,5,5,5,4,1,1,2
20504,0,1,4,0,1,2,0,0,0,0,4,1,2,5,2,2,3,2,2
20505,0,1,2,1,0,2,1,1,1,0,4,2,1,4,2,1,1,1,1
20506,0,0,2,0,1,1,0,0,1,0,4,1,4,4,1,4,2,1,2
20507,0,1,3,0,2,1,1,0,0,0,3,3,4,4,2,4,2,1,1
20508,0,0,2,0,3,2,1,1,1,1,5,5,1,5,4,4,2,2,1
20509,1,0,2,0,0,2,0,0,0,0,5,2,4,4,2,2,3,2,1
20510,0,1,1,0,1,1,0,0,0,0,4,1,2,4,2,4,3,2,1
20511,0,0,0,0,1,1,1,1,0,0,4,2,1,4,2,1,1,1,0
20512,0,1,4,1,2,1,1,0,0,0,3,2,2,5,1,1,1,1,2
20513,0,1,4,0,0,1,1,1,0,1,2,1,2,4,1,2,1,1,2
20514,0,0,3,1,3,2,1,0,1,0,4,2,4,4,4,5,2,2,1
20515,0,1,2,0,3,0,1,1,1,1,4,5,4,5,4,4,3,1,2
20516,1,1,3,1,1,1,0,0,0,0,4,1,1,4,1,1,3,2,1
20517,0,0,1,1,1,1,1,0,0,0,4,2,2,4,2,4,3,2,1
20518,0,1,4,1,1,2,1,0,0,1,5,2,1,5,1,1,3,1,1
20519,0,0,0,0,3,0,1,0,1,0,4,4,2,5,4,4,0,1,0
20520,0,0,1,1,2,2,1,0,0,1,4,2,2,4,2,1,3,2,1
20521,1,1,2,1,3,2,1,1,1,0,5,5,5,5,4,2,3,1,1
20522,0,0,3,0,2,0,1,1,1,0,4,4,4,4,4,4,1,0,0
20523,0,1,4,1,3,1,1,0,1,0,4,2,2,4,2,1,2,1,2
20524,0,1,4,1,2,1,0,0,0,1,4,1,2,5,1,1,3,1,2
20525,0,0,0,0,2,1,1,0,0,0,2,2,4,4,2,4,3,1,2
20526,1,1,4,1,3,1,1,1,0,1,5,4,5,5,4,2,2,1,2
20527,0,0,0,1,2,1,0,0,0,0,3,1,1,5,2,1,2,2,2
20528,1,1,1,0,1,1,1,0,0,0,5,4,5,5,5,5,0,1,1
20529,0,1,4,1,2,2,1,0,0,0,4,2,2,5,4,1,2,1,1
20530,0,0,0,0,1,0,0,0,0,0,4,2,2,4,1,2,0,0,2
20531,0,0,1,0,1,1,0,0,0,0,5,1,1,5,2,2,2,1,1
20532,0,0,2,1,2,1,1,0,1,0,3,2,2,4,2,2,2,1,1
20533,0,1,4,1,1,1,0,0,0,0,1,1,1,4,1,1,1,2,1
20534,1,0,1,1,2,1,1,1,0,0,4,5,1,4,2,4,2,2,1
20535,0,0,3,0,2,1,0,0,0,1,2,2,2,2,2,2,0,1,1
20536,0,0,0,0,2,1,1,0,0,0,5,2,2,4,2,1,3,1,1
20537,0,0,0,1,2,1,1,0,0,0,4,4,1,4,4,1,3,1,2
20538,0,0,2,1,1,2,1,0,0,0,4,2,2,4,2,1,2,0,2
20539,1,1,1,1,2,1,1,0,1,0,4,4,4,4,4,2,2,2,1
20540,1,1,4,1,1,1,1,0,0,0,3,1,1,2,2,1,2,1,2
20541,1,1,0,0,3,1,0,1,0,0,4,4,2,5,4,2,1,0,0
20542,0,1,4,0,3,1,1,1,1,0,5,2,5,5,5,5,0,0,2
20543,1,1,3,1,2,2,1,0,0,0,3,2,4,3,1,1,3,2,1
20544,0,0,0,1,2,1,1,0,0,0,2,5,4,4,4,4,2,2,1
20545,1,1,1,1,2,2,1,0,0,0,4,5,1,5,5,1,2,2,1
20546,0,1,3,0,1,1,1,1,1,0,4,2,2,5,4,1,2,1,2
20547,1,1,3,1,1,1,1,0,0,1,5,4,1,5,5,2,3,1,2
20548,0,0,0,0,2,1,0,0,0,0,3,2,2,4,2,2,1,1,1
20549,0,0,2,0,1,1,1,0,0,0,5,1,1,4,2,1,3,2,1
20550,0,1,3,1,3,2,1,0,1,1,4,2,4,4,2,4,2,1,2
20551,1,1,2,0,2,2,0,1,0,1,4,4,4,5,4,4,2,0,0
20552,0,0,4,1,2,1,1,0,0,1,5,3,2,4,2,2,0,1,2
20553,0,1,2,1,2,1,1,1,1,1,3,5,4,4,4,2,2,2,2
20554,0,1,4,0,2,1,1,0,0,0,4,2,2,4,2,1,1,1,2
20555,0,0,1,1,1,1,0,1,0,0,2,2,2,4,2,2,3,2,1
20556,1,1,1,1,2,2,1,1,1,0,4,5,1,5,5,1,2,1,1
20557,1,1,2,0,2,2,1,0,0,1,4,1,1,4,1,1,3,1,2
20558,0,1,1,0,2,1,1,1,0,0,5,2,1,4,5,1,1,1,1
20559,0,0,2,0,2,1,1,0,0,0,4,2,1,4,2,1,3,2,1
20560,1,1,2,1,3,2,1,0,0,1,4,5,1,5,5,1,3,2,1
20561,0,0,0,1,2,2,1,1,1,0,4,2,2,5,2,2,3,2,1
20562,0,0,1,0,2,0,1,0,0,0,5,1,2,3,4,1,0,1,1
20563,1,1,0,1,1,2,1,0,0,0,3,2,1,4,4,1,3,1,1
20564,0,1,3,0,2,1,0,0,1,0,5,2,2,4,4,1,3,2,1
20565,1,1,4,1,0,2,1,1,1,1,5,5,1,5,5,1,2,1,2
20566,0,0,4,0,1,0,0,0,0,0,5,1,2,4,1,2,1,1,1
20567,0,1,4,1,3,1,1,1,1,0,5,1,1,5,3,1,0,0,2
20568,0,0,0,0,1,1,1,0,0,1,4,2,4,4,1,1,2,2,1
20569,0,0,2,1,2,2,1,0,0,0,3,4,4,3,2,5,3,2,1
20570,0,0,2,0,2,2,0,0,0,0,4,1,1,4,1,1,2,2,1
20571,1,0,2,1,2,1,1,1,0,0,5,5,2,4,1,2,2,1,1
20572,0,0,1,1,2,1,1,0,1,1,4,2,4,5,4,2,2,2,2
20573,1,1,3,1,1,1,0,0,0,1,4,2,5,4,4,1,2,0,2
20574,0,0,3,1,2,2,1,0,0,0,5,1,1,4,4,1,3,1,1
20575,0,0,0,1,1,1,1,0,0,0,4,2,1,2,1,1,1,1,1
20576,0,1,1,0,1,1,0,0,0,0,4,1,1,4,2,1,3,1,1
20577,0,0,0,1,2,1,1,0,0,0,5,2,2,4,1,2,3,2,2
20578,0,0,3,1,3,1,1,1,1,1,3,4,4,3,4,2,2,1,2
20579,0,0,4,1,2,1,0,0,0,0,5,1,1,2,1,1,2,2,1
20580,0,1,4,0,2,2,1,0,0,0,5,2,4,4,2,1,3,2,2
20581,0,0,2,1,1,1,1,1,1,0,3,1,2,4,1,2,1,1,1
20582,1,1,2,1,2,1,1,1,1,1,5,4,5,5,4,4,0,1,2
20583,0,0,0,0,1,1,0,0,0,0,4,1,1,2,2,4,1,1,1
20584,0,1,4,1,3,1,1,0,0,0,5,5,1,4,1,1,2,1,2
20585,0,0,2,0,0,0,1,0,0,0,3,1,1,3,1,1,2,1,1
20586,0,0,2,1,2,2,0,0,0,0,2,2,5,2,2,5,3,1,1
20587,1,1,4,0,2,1,1,1,1,1,3,3,2,3,1,2,2,1,2
20588,0,0,3,0,2,0,0,0,0,1,4,2,2,4,4,1,2,0,2
20589,0,0,4,0,2,0,1,1,1,0,5,1,2,5,1,4,3,1,2
20590,0,0,2,1,1,2,1,0,0,0,1,1,1,1,1,1,3,1,2
20591,0,0,1,1,2,2,1,0,0,0,5,2,2,4,2,2,3,2,1
