respondent_id,h1n1_vaccine,seasonal_vaccine,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,behavioral_outside_home,chronic_med_condition,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,sex,income_poverty,employment_status
15967,1,1,3,2,1,1,1,0,3,3,4,4,4,5,0,2,0,1,0
15970,1,1,3,2,1,1,1,1,5,5,5,5,2,2,2,1,1,2,2
15974,0,0,2,2,1,1,1,0,5,2,1,5,2,1,3,2,1,2,0
15975,0,0,1,2,1,1,0,0,2,1,5,1,1,5,2,1,0,1,1
15980,1,1,3,1,1,1,1,0,5,5,2,5,5,2,3,2,1,1,1
15981,0,1,1,0,1,1,1,0,4,2,2,5,2,4,4,1,1,1,1
15983,1,1,3,2,1,1,1,0,3,3,5,5,3,5,4,1,1,,2
15984,0,0,2,1,1,1,1,0,4,4,4,4,4,4,0,3,1,1,1
15989,1,0,1,1,1,1,1,1,5,4,2,5,4,2,0,3,1,1,1
15993,0,0,0,0,1,1,1,0,4,1,1,4,1,1,3,1,0,1,1
15995,0,0,1,1,0,1,1,1,4,1,2,2,1,2,4,1,1,1,2
16001,0,0,1,1,1,1,1,0,3,3,2,4,3,2,2,2,0,1,1
16009,0,1,2,1,1,1,0,0,5,2,1,5,2,1,1,2,0,1,1
16011,1,1,3,0,1,1,0,0,5,5,1,5,5,2,1,0,0,0,1
16017,0,1,3,1,1,1,1,0,1,1,1,5,2,5,2,0,1,,0
16022,0,1,2,1,1,1,1,0,4,2,2,4,2,2,3,3,1,2,2
16025,1,1,1,2,1,1,1,0,1,1,2,5,5,4,2,3,1,,1
16027,0,0,2,2,1,1,1,1,2,2,4,4,4,4,3,0,1,2,2
16028,0,0,1,1,1,1,0,0,3,1,1,4,1,1,4,1,1,1,2
16029,0,0,1,1,1,1,0,0,4,1,1,5,1,1,2,2,1,1,2
16030,0,1,0,2,1,1,1,0,2,1,1,5,4,1,1,2,1,1,2
16032,0,1,2,0,0,1,1,0,3,1,1,5,2,1,4,2,1,1,2
16035,0,0,3,2,1,1,1,0,4,1,4,4,2,5,3,2,0,1,2
16040,0,1,2,2,1,1,1,0,3,2,2,4,2,2,1,3,1,2,1
16041,1,1,0,2,1,1,1,0,5,5,1,5,5,2,0,1,0,0,1
16043,0,0,1,1,1,1,0,0,2,1,1,4,1,1,4,1,0,,1
16045,0,1,3,1,1,1,0,0,4,2,4,5,2,2,0,2,0,1,1
16046,0,1,2,1,1,1,0,0,3,2,1,3,2,1,3,2,0,2,2
16048,0,0,2,2,1,1,1,0,4,1,2,4,1,1,0,2,0,1,1
16050,0,1,1,1,1,1,1,0,3,1,1,4,2,1,4,2,1,1,2
16052,1,1,2,1,1,1,0,1,4,4,2,5,4,1,4,3,0,1,2
16055,0,0,3,1,1,1,1,0,4,2,2,2,2,4,1,2,0,1,1
16060,0,0,3,1,1,1,1,1,5,1,4,5,2,1,1,2,1,2,1
16065,1,0,2,1,1,1,1,0,5,1,4,4,4,4,2,3,1,2,1
16067,0,0,0,2,1,1,1,0,1,1,5,1,2,4,2,,1,,
16070,0,1,3,1,1,1,1,0,4,4,4,5,5,5,3,2,0,2,1
16071,1,1,3,2,0,1,1,1,5,4,5,4,5,5,3,3,0,1,2
16073,0,0,1,2,1,1,1,0,4,2,4,4,2,2,2,1,0,1,1
16076,0,1,2,2,1,1,1,1,5,4,4,5,4,1,4,0,1,1,2
16077,1,1,1,1,1,1,1,1,2,1,2,2,5,5,4,0,1,0,2
16080,0,1,2,1,1,1,0,0,4,2,2,4,2,4,0,3,0,,1
16082,0,1,2,2,1,1,0,1,4,2,2,5,2,1,4,1,0,1,2
16085,0,0,2,2,1,1,1,0,3,2,1,4,2,1,3,2,0,2,1
16086,0,0,3,2,1,1,1,1,4,4,1,4,5,1,4,2,0,1,1
16090,0,0,1,1,0,1,0,0,4,2,1,4,2,2,0,3,0,,2
16095,1,1,2,2,1,1,1,1,4,2,1,4,2,1,2,2,1,1,1
16096,0,0,3,1,0,1,0,0,4,4,5,4,2,2,0,3,0,1,1
16100,0,0,2,2,1,1,1,1,5,1,1,4,2,4,3,3,0,1,2
16103,1,0,2,1,1,1,0,0,5,4,4,4,2,5,3,1,0,0,1
16105,0,1,2,0,1,1,1,1,4,2,2,4,2,4,4,2,1,,1
16107,0,0,0,0,1,1,1,0,2,5,2,1,2,1,1,0,1,1,2
16108,0,0,1,1,1,1,0,1,5,2,2,5,4,1,4,3,1,1,1
16113,0,0,3,2,1,1,1,0,5,2,4,2,1,1,1,3,1,2,2
16116,0,0,3,1,1,1,1,0,4,2,4,2,1,2,0,1,1,0,1
16120,1,1,2,1,1,1,1,1,4,4,4,5,5,5,3,3,0,1,1
16122,0,0,2,1,1,1,1,1,4,1,1,4,1,1,2,0,0,1,0
16127,0,0,1,1,1,1,1,0,3,1,1,5,4,4,1,1,0,,2
16128,0,0,2,1,1,1,1,,1,1,1,,,,3,,1,,
16129,0,1,2,1,1,1,0,,4,1,2,5,2,1,4,1,1,1,1
16132,1,1,2,2,1,1,0,0,4,3,1,3,3,2,0,3,0,2,1
16139,0,1,2,0,1,1,1,0,3,3,1,5,4,4,4,0,1,0,2
16143,1,1,2,2,1,1,1,0,5,2,2,5,2,1,0,3,1,1,2
16147,0,0,2,1,1,1,1,1,3,2,4,4,1,4,2,1,1,1,1
16152,0,1,1,0,1,1,1,1,3,1,2,5,4,4,4,0,0,,2
16154,0,0,3,2,1,1,1,0,4,1,1,5,2,2,2,3,0,2,1
16156,0,1,2,2,1,1,0,0,3,2,1,5,2,1,3,3,1,2,2
16160,0,1,2,1,1,1,1,1,3,2,2,5,5,1,2,3,0,1,0
16171,1,1,0,1,1,1,1,0,5,2,1,4,2,1,4,2,0,1,2
16174,0,1,2,1,1,1,1,0,4,2,1,4,2,1,3,1,1,1,2
16184,1,0,0,2,1,1,0,,,,,,,,1,,1,,
16188,0,1,3,1,1,1,1,0,4,4,5,4,4,1,2,1,0,1,1
16189,0,1,2,2,0,1,1,0,4,2,4,4,2,2,0,2,0,1,1
16191,1,1,0,2,1,1,1,1,4,4,2,4,4,2,4,2,1,1,2
16192,1,1,1,1,1,1,1,0,5,2,1,5,1,1,4,1,0,1,2
16195,1,1,2,2,1,1,1,1,5,5,2,5,5,2,4,2,1,1,2
16196,0,0,0,0,1,1,1,,2,1,1,1,1,1,2,,1,,
16197,0,0,2,1,1,1,0,0,4,1,1,4,4,1,3,0,0,1,1
16200,0,1,1,1,1,1,1,0,1,1,1,4,2,1,2,0,0,1,2
16202,0,1,0,0,0,1,1,1,3,1,1,5,1,1,4,1,1,0,2
16209,0,0,1,1,1,1,0,1,4,1,1,4,1,1,1,,0,,
16216,1,1,2,2,1,1,1,1,2,1,2,4,2,2,1,3,1,1,2
16219,0,0,3,2,1,1,1,0,3,1,5,4,1,2,1,3,0,1,0
16220,0,1,3,2,1,1,1,1,2,4,4,2,4,2,2,3,0,1,0
16222,1,1,3,2,1,1,1,0,5,4,1,5,4,2,1,3,0,2,1
16223,0,1,3,1,1,1,1,1,5,4,4,5,5,4,4,1,1,1,2
16227,0,0,2,1,1,1,0,0,3,2,1,4,2,2,2,1,1,,1
16232,0,1,2,0,1,1,0,0,2,2,2,4,4,4,0,1,1,1,1
16234,0,1,2,1,1,1,1,1,4,2,4,1,2,1,3,3,1,1,2
16235,0,1,3,2,1,1,1,1,3,4,4,4,4,1,2,2,1,2,2
16238,0,0,3,0,1,1,1,1,4,4,5,4,5,5,3,0,1,0,2
16239,0,1,2,2,1,1,1,0,3,4,1,5,4,1,1,2,1,0,2
16241,0,0,0,1,0,1,1,1,1,1,5,5,1,5,2,0,1,,2
16243,0,0,3,1,1,1,1,0,4,1,2,4,1,5,0,0,0,1,1
16244,0,0,1,1,1,1,1,1,2,1,1,3,1,4,1,2,0,1,0
16245,0,1,1,2,1,1,1,0,4,1,1,5,1,1,4,3,0,,2
16249,0,0,2,0,1,1,1,1,5,1,2,4,4,4,3,0,0,0,2
16250,0,1,2,2,1,1,1,0,4,2,4,4,4,2,1,3,1,2,2
16253,0,1,2,2,1,1,1,0,2,4,2,4,5,2,3,3,1,2,1
16255,0,0,1,2,0,1,0,0,5,1,1,5,1,1,2,3,1,2,1
16256,1,1,3,2,1,1,1,0,5,4,5,5,4,2,1,3,1,2,1
16258,0,0,3,2,1,1,0,0,4,4,4,4,2,2,1,3,1,2,2
16262,0,1,3,2,1,1,1,1,3,4,3,5,5,2,4,1,1,1,2
16269,0,1,2,1,1,1,0,0,3,3,2,5,4,1,1,2,0,1,1
16273,0,0,1,2,1,1,1,0,2,2,1,4,4,1,0,2,1,1,1
16275,1,1,3,1,1,1,0,0,5,2,5,5,4,5,0,3,1,2,2
16278,0,0,2,1,1,1,1,1,4,2,4,1,4,4,0,0,1,0,2
16279,0,1,2,1,1,1,1,1,4,2,2,5,2,2,4,2,1,1,2
16282,1,0,3,1,1,1,1,0,4,4,2,4,4,5,4,1,1,0,2
16291,0,0,2,0,1,1,0,0,4,4,2,4,4,2,0,,0,,
16292,0,1,2,1,1,1,1,0,4,2,4,4,4,4,2,3,1,2,1
16295,0,0,2,1,1,1,1,1,2,1,5,4,5,4,0,1,1,1,2
16297,1,1,1,1,1,1,1,0,4,2,1,4,2,1,0,,1,,
16298,0,1,3,2,1,1,1,1,4,4,5,5,5,5,3,2,1,,1
16299,1,1,0,0,1,1,0,1,5,2,1,4,4,4,4,0,1,,0
16300,0,1,1,2,1,1,1,1,4,2,1,4,2,1,3,2,0,2,2
16305,0,1,2,0,1,1,1,1,2,2,2,4,4,4,4,3,1,1,1
16307,1,1,3,2,1,1,1,0,5,4,5,5,4,4,4,2,1,,2
16308,0,0,2,1,1,1,0,0,2,2,5,2,1,5,3,3,1,1,1
16309,0,0,0,0,1,1,1,0,3,1,3,4,1,3,4,0,0,,2
16310,1,1,2,2,1,1,1,0,4,4,4,4,4,4,0,3,1,1,1
22957,0,0,2,,1,,0,1,4,2,2,4,2,2,3,0,0,,2
16311,0,1,0,1,,1,1,1,3,1,1,3,2,1,4,3,0,1,2
16315,0,0,2,0,1,1,0,0,4,2,4,4,2,4,4,0,0,1,1
16322,1,1,2,1,1,1,0,1,4,1,1,5,4,1,1,3,0,2,1
16329,0,1,2,2,1,1,0,0,4,4,4,4,2,1,0,3,1,2,1
16331,0,0,3,2,0,1,1,1,5,1,4,4,2,4,4,3,1,1,2
16335,0,1,2,1,1,1,1,0,4,4,2,5,4,2,4,2,0,1,2
16337,0,0,2,1,1,1,0,0,5,4,4,5,4,4,0,1,1,,1
16339,0,1,3,1,1,1,1,,3,,,,,,4,,1,,
16340,0,0,2,2,1,1,1,0,5,2,1,5,4,2,1,3,1,2,1
16341,0,1,3,0,0,1,1,1,4,1,1,5,1,1,4,0,1,1,2
16343,0,0,0,2,1,1,1,1,1,1,1,1,1,1,4,2,1,1,2
16344,0,1,3,2,1,1,1,0,5,4,4,5,5,5,1,2,1,1,1
16347,0,0,1,1,1,1,1,0,2,1,1,2,4,2,2,1,1,1,0
16353,0,0,2,1,1,1,0,0,4,4,4,5,1,1,0,1,1,2,1
16356,0,0,2,0,1,1,1,0,4,4,4,5,4,4,4,1,1,,2
16359,0,1,2,1,1,1,1,0,4,2,4,5,4,5,4,0,1,,2
16363,0,0,0,2,1,1,1,0,5,5,4,5,5,5,0,1,0,0,1
16364,0,0,2,1,1,1,1,1,3,3,1,4,2,1,4,2,1,1,2
16367,0,0,3,1,1,1,1,1,4,4,4,4,4,2,3,1,0,1,1
16369,0,0,2,1,0,1,1,0,5,1,1,4,2,2,3,3,1,2,2
16370,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,3,0,1,1
16377,0,0,1,1,1,1,1,0,4,2,2,5,5,4,0,0,1,0,1
16379,0,1,0,1,0,1,0,1,2,1,2,2,2,5,4,0,1,1,2
16381,0,0,1,2,0,1,1,0,1,1,1,1,1,5,4,3,0,1,2
16386,0,1,2,0,1,1,1,1,4,4,5,4,5,5,4,0,1,0,2
16391,1,1,2,1,1,1,1,0,5,4,1,5,4,4,4,2,0,1,2
16392,0,1,2,1,1,1,0,0,4,2,2,5,5,2,1,2,1,2,1
16394,0,1,0,1,1,1,1,0,4,1,1,5,4,1,3,3,0,1,1
16399,0,1,2,1,1,1,1,0,4,2,2,4,2,2,0,2,1,1,1
16404,1,1,3,2,1,1,0,0,5,4,4,5,4,4,2,2,1,2,1
16405,1,1,3,2,1,1,1,0,5,2,4,5,2,1,4,1,1,,2
16407,1,1,3,1,1,1,0,1,5,2,1,5,2,1,4,3,0,1,2
16408,0,0,,0,1,1,1,0,3,3,3,4,3,4,3,1,0,,2
16414,0,0,2,0,0,1,0,,5,,,,,,1,,0,,
16416,0,1,2,2,1,1,1,0,4,1,1,4,4,2,2,3,1,1,1
16420,0,1,3,2,1,1,1,1,4,4,5,5,5,4,2,3,1,1,1
16422,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,,1
16425,0,0,1,1,1,1,1,0,4,2,1,4,1,4,3,2,1,1,2
16426,0,1,1,1,0,1,0,0,5,2,1,4,2,1,1,3,0,1,1
16430,0,1,3,1,1,1,1,0,2,4,5,4,4,4,1,0,1,0,1
16432,0,0,1,1,1,1,1,0,2,1,2,2,1,2,2,2,1,1,1
16434,0,0,2,1,1,1,1,0,,2,2,4,1,2,2,2,1,1,2
16435,0,1,2,1,1,1,1,0,4,4,4,2,4,4,4,0,1,0,2
16441,1,1,3,1,1,1,1,,,,,,,,3,,1,,
16448,0,0,2,2,1,1,0,1,3,2,2,4,2,2,4,3,1,1,2
16449,0,1,2,2,1,1,1,1,4,2,2,5,4,4,4,2,1,,2
16451,0,0,2,1,0,1,0,1,4,3,1,4,4,1,4,1,0,,2
16452,0,1,2,1,1,1,1,1,5,1,2,4,2,2,2,1,1,0,1
16458,0,0,1,1,1,1,0,0,4,1,1,4,1,1,3,3,1,2,2
16459,0,0,1,2,1,1,1,0,5,1,1,4,4,2,3,3,0,1,1
16460,0,0,1,1,1,1,1,1,4,2,4,5,4,2,3,1,0,1,2
16465,0,1,3,2,1,1,1,1,5,1,1,5,5,5,4,1,1,,2
16469,0,1,1,1,1,1,0,0,5,4,2,5,4,4,4,3,0,2,2
16470,0,1,3,1,1,1,1,0,5,5,4,5,2,4,0,1,0,0,1
16471,1,1,3,2,1,1,0,,,,,,,,2,,1,,
16472,0,0,2,1,1,1,1,0,4,2,4,4,2,4,4,2,1,,2
16474,0,1,3,1,1,1,1,1,4,5,5,5,5,5,4,3,0,1,1
16476,0,1,3,1,1,1,1,0,4,3,1,4,3,1,4,2,1,2,2
16479,0,0,3,1,0,1,1,0,3,4,5,4,5,5,2,0,1,,2
16480,0,1,2,2,1,1,1,0,4,4,4,4,5,4,0,3,1,2,1
16481,0,0,2,1,1,1,0,0,1,1,2,4,1,2,0,2,1,2,1
16492,1,1,2,1,0,1,0,0,4,4,4,4,4,1,0,3,0,1,2
16503,0,0,2,1,1,1,1,0,3,4,1,4,4,4,1,,1,,
16511,0,0,2,0,1,1,1,0,4,1,4,4,2,4,1,,0,,
16513,0,1,2,1,0,1,1,1,5,1,1,5,1,2,4,1,1,,2
16515,0,0,1,1,1,1,1,0,4,2,2,4,4,1,2,3,1,,1
16516,0,0,0,0,0,1,0,1,4,2,1,4,2,1,4,0,0,,2
16517,1,1,3,1,1,1,1,0,5,4,5,5,4,5,2,2,1,1,2
16521,1,1,2,1,0,1,1,1,4,2,4,4,2,4,3,1,0,1,2
16525,1,1,2,1,1,1,0,0,5,4,2,4,2,2,1,2,1,1,0
16529,0,1,1,0,0,1,1,0,4,2,2,5,2,1,4,1,0,1,2
16532,1,0,3,2,1,1,1,0,5,2,2,5,2,2,1,3,1,1,1
16533,0,1,3,2,1,1,1,1,5,4,5,5,5,1,4,3,1,1,1
16537,0,1,2,2,1,1,0,0,5,4,4,5,4,1,1,3,0,2,1
16538,1,1,3,2,1,1,1,1,5,5,5,5,5,5,3,3,1,2,1
16541,0,0,3,2,1,1,1,1,5,1,2,4,1,2,4,2,1,0,2
16548,0,1,1,2,1,1,1,1,4,4,4,5,4,5,2,0,0,1,2
16552,0,1,1,1,0,1,0,0,3,2,2,2,2,1,4,1,0,1,1
16556,0,0,1,2,1,1,1,0,5,5,2,2,5,2,1,0,0,1,1
16561,0,0,0,2,1,1,1,1,5,2,1,5,2,2,4,2,1,2,2
16563,0,1,2,2,1,1,0,0,4,2,4,4,2,2,1,2,1,1,
16564,0,1,3,1,1,1,0,1,4,2,2,5,2,1,4,3,1,2,2
16566,0,1,1,1,0,1,0,0,4,2,2,4,4,2,3,2,1,2,1
16571,0,1,2,2,1,1,1,1,3,1,2,5,5,2,4,3,1,,2
16573,0,0,2,1,1,1,0,0,4,2,1,4,1,1,2,1,0,,1
16574,0,0,3,2,0,1,1,0,4,2,4,1,2,4,4,3,1,2,2
16575,0,0,1,1,1,1,1,0,4,4,2,4,4,4,2,0,0,1,1
16576,0,1,2,1,1,1,0,1,3,5,4,4,5,4,1,2,0,2,1
16581,0,1,2,1,0,1,1,0,5,2,2,5,4,4,4,3,1,1,2
16582,0,1,3,1,1,1,0,0,2,5,5,4,5,5,4,0,0,1,2
16584,1,1,2,1,1,1,1,1,5,4,4,5,5,2,0,1,1,0,0
16592,0,0,2,2,1,1,0,0,2,2,1,2,2,2,2,3,1,1,1
16594,0,0,3,1,1,1,0,0,3,2,5,4,2,4,2,2,1,2,1
16595,0,0,2,1,1,1,0,0,4,4,2,4,2,2,0,0,1,1,1
16598,1,1,2,,1,1,1,0,5,2,1,4,3,1,2,3,1,1,1
16600,1,1,1,2,1,1,1,1,5,4,2,5,4,4,4,0,1,0,2
16603,0,1,2,1,1,1,0,1,4,4,2,5,4,1,3,2,0,1,1
16606,0,0,1,1,0,1,0,0,4,1,1,4,2,1,2,3,1,2,1
16607,0,0,2,1,1,1,1,0,4,2,4,2,1,4,2,2,1,1,1
16611,0,1,2,1,1,1,0,0,4,2,2,5,4,1,3,1,1,1,2
16615,0,1,1,2,1,1,1,0,4,5,5,4,4,2,3,3,0,2,2
16616,0,1,3,2,0,1,1,0,5,5,1,5,5,1,4,3,0,,1
16618,0,0,3,0,1,1,0,0,4,2,4,4,4,4,1,0,1,0,1
16622,0,0,1,0,1,1,1,1,2,2,1,2,1,1,4,1,0,1,2
16627,0,1,2,1,1,1,1,1,4,2,2,1,2,2,4,1,0,1,2
16629,0,0,2,2,1,1,1,0,3,4,2,5,5,1,0,2,0,1,1
16637,0,0,1,2,1,1,0,0,4,1,2,4,1,1,0,1,0,1,1
16638,0,1,3,1,0,1,1,0,4,2,2,2,4,1,0,2,1,0,2
16640,0,0,3,1,0,1,1,0,5,4,4,4,4,4,0,0,0,0,1
16644,0,0,2,1,1,1,1,1,4,4,4,5,4,1,3,2,1,2,2
16645,0,1,2,1,1,1,1,0,3,1,2,4,4,4,4,2,1,2,2
16656,0,1,0,1,1,1,1,0,4,2,1,4,2,1,1,3,0,1,1
16659,0,0,0,0,1,1,1,0,4,2,1,2,2,1,4,0,0,0,2
16663,0,0,3,2,1,1,1,0,5,1,1,4,1,4,3,1,1,1,2
16666,1,0,2,2,0,1,1,0,5,4,4,5,4,1,3,2,0,0,2
16667,0,1,2,1,1,1,1,0,3,2,4,5,4,2,4,3,1,1,2
16668,0,1,1,1,1,1,1,0,3,3,1,4,1,1,4,1,1,,2
16669,0,1,2,2,1,1,1,0,3,2,2,5,2,1,4,3,1,1,0
16671,0,0,0,1,1,1,1,1,5,1,5,4,4,2,2,2,1,0,1
16672,1,1,3,1,1,1,1,0,5,4,5,5,4,1,2,2,1,0,2
16675,0,0,2,0,1,1,1,0,5,1,2,2,1,2,1,0,1,,1
16676,0,0,2,0,1,1,1,,4,4,4,4,4,5,0,1,1,,1
16678,1,1,2,1,1,1,0,0,4,4,4,5,2,4,3,0,1,1,0
16681,0,1,1,1,0,1,1,1,3,1,2,5,1,1,4,1,0,1,1
16683,1,1,2,1,1,1,1,1,5,5,1,5,5,1,2,0,0,0,2
16684,0,0,1,1,1,1,0,0,4,2,2,4,4,2,3,3,0,2,1
16686,0,1,2,2,0,1,1,0,2,2,2,4,2,2,4,0,1,0,2
16687,0,1,2,,1,1,1,0,4,2,2,4,2,2,3,1,0,1,0
16690,0,1,1,1,1,1,0,0,4,1,2,5,2,1,4,2,1,2,2
16692,0,0,2,1,1,1,0,0,5,2,4,5,5,1,2,1,0,1,1
16693,0,0,2,1,1,1,0,0,4,2,2,4,1,4,2,2,0,1,1
16694,0,1,1,1,1,1,1,0,4,2,1,4,1,1,3,1,1,2,2
16701,0,1,3,2,1,1,1,0,4,4,4,5,4,2,3,2,1,1,1
16706,1,0,3,0,0,1,1,0,5,4,1,4,5,4,2,0,0,0,2
16707,1,1,1,0,1,1,1,1,3,2,1,5,2,1,4,0,1,1,2
16713,0,1,1,0,1,1,1,0,2,2,2,2,2,1,4,2,1,1,2
16717,0,1,2,0,1,1,1,0,3,2,1,5,2,1,2,0,1,1,2
16719,0,1,1,1,1,1,1,0,4,2,2,5,4,2,4,1,1,,2
16721,0,0,2,2,1,1,0,0,4,2,4,5,2,2,3,0,1,2,1
16723,0,0,3,2,1,1,1,,,,,,,,0,,0,,
16724,1,0,3,2,1,1,1,0,5,1,2,3,1,3,3,1,0,,
16726,1,0,2,1,0,1,0,0,5,1,2,5,2,4,2,1,0,1,2
16729,1,0,3,0,1,1,1,1,3,5,4,5,4,4,4,0,1,0,2
16732,0,1,1,2,1,1,0,0,3,3,2,1,2,4,3,2,0,1,1
16734,0,1,2,1,1,1,1,1,3,2,4,5,5,1,3,0,1,0,2
16736,0,1,2,1,1,1,1,0,5,2,2,4,2,1,4,3,1,1,2
16739,0,1,2,1,1,1,1,1,4,2,1,5,4,1,3,3,1,1,0
16742,1,1,3,2,1,1,0,0,4,4,4,4,4,4,2,2,0,2,1
16743,0,0,1,1,1,1,1,0,4,2,4,2,2,4,2,2,0,1,1
16750,0,1,1,2,1,1,1,0,5,5,1,4,5,1,0,2,0,2,1
16756,0,0,2,2,1,1,1,0,4,4,2,2,2,4,0,3,0,1,1
16757,0,0,3,0,1,1,0,0,3,1,2,4,2,4,3,1,0,,1
16761,0,1,0,1,1,1,1,1,4,1,1,5,4,1,3,3,1,1,2
16769,0,1,3,1,1,1,0,0,3,3,2,3,3,4,3,0,1,1,1
16772,0,1,2,2,1,1,1,0,1,1,1,5,2,1,4,2,1,1,1
16777,0,0,0,1,1,1,0,0,4,1,5,4,1,4,0,2,1,2,1
16781,0,1,1,1,1,1,1,0,5,1,1,5,2,1,4,2,0,1,2
16782,0,0,3,1,1,1,1,0,4,4,4,4,4,4,4,0,1,1,2
16787,1,0,2,1,0,1,1,0,5,5,5,5,5,5,0,2,1,0,0
16793,0,1,0,0,1,1,1,0,4,4,4,4,4,2,2,2,0,2,2
16796,0,1,3,2,1,1,1,1,3,4,2,5,5,1,4,1,1,1,2
16799,0,1,1,1,1,1,1,1,4,1,1,4,2,2,4,3,1,1,2
16802,0,1,3,2,1,1,0,1,4,4,5,5,5,1,4,1,1,1,2
16806,0,1,2,1,1,1,0,0,4,4,2,4,4,4,2,2,1,1,1
16810,0,1,1,1,1,1,0,0,4,2,2,4,5,4,4,3,1,1,1
16811,0,0,2,1,1,1,0,0,5,1,1,5,1,1,3,1,1,2,1
16812,0,0,2,2,1,1,0,0,4,2,1,4,1,1,3,1,1,1,2
16815,0,0,0,,1,1,0,1,3,1,1,3,1,1,0,2,0,1,1
16816,0,1,2,1,0,1,1,,5,4,2,5,5,4,0,2,0,1,1
16824,0,1,2,0,1,1,1,1,3,1,2,3,2,2,4,1,1,0,0
16831,0,0,1,0,0,1,1,1,5,1,1,5,1,1,4,,0,,
16836,0,0,3,1,1,1,1,1,3,4,4,4,4,4,4,2,1,0,2
16837,1,0,2,2,,1,0,,4,1,2,4,1,4,2,,1,,
16840,0,0,2,2,0,1,1,0,4,4,4,4,4,4,4,1,1,1,1
16842,0,1,3,2,0,1,0,0,4,2,2,4,4,4,3,3,0,2,1
16843,0,1,2,2,1,1,1,0,2,1,1,5,4,1,2,2,0,0,1
16846,0,1,1,2,1,1,1,0,2,4,1,4,2,2,2,1,1,,1
16847,0,0,3,1,1,1,0,0,5,4,4,5,4,4,3,0,1,0,2
16851,0,1,1,2,1,1,1,1,4,2,1,4,2,2,1,3,0,2,1
16852,0,1,3,0,0,1,1,0,3,5,5,3,5,4,2,2,0,1,2
16855,0,0,1,1,1,1,0,0,4,2,1,4,1,1,0,2,0,1,1
16858,0,0,1,1,0,1,1,1,4,1,2,4,2,2,4,1,1,0,1
16859,0,0,3,0,1,1,1,0,5,1,2,4,1,2,0,0,1,0,2
16868,0,1,3,1,1,1,1,1,4,4,4,5,4,4,2,1,1,1,2
16875,0,0,2,1,0,1,1,0,4,1,5,5,5,4,1,0,1,1,1
16876,0,1,2,2,1,1,0,0,3,4,2,5,4,2,2,0,1,1,2
16879,1,1,3,2,1,1,1,1,5,4,4,5,5,5,2,3,0,2,1
16883,0,1,2,1,1,1,1,0,5,2,1,5,1,1,4,1,1,1,2
16884,0,0,0,1,1,1,0,0,3,1,1,4,1,1,4,2,1,,0
16885,0,1,0,2,1,1,1,0,2,1,2,5,4,2,4,3,0,,2
16886,0,0,3,1,1,1,1,0,5,5,5,5,5,5,4,1,1,1,2
16891,0,0,3,2,1,1,1,1,5,4,2,4,4,1,3,3,1,1,1
16898,0,1,2,2,1,1,1,1,5,4,4,5,4,1,4,2,1,1,2
16901,1,1,0,2,1,1,1,0,4,1,1,4,4,1,2,3,0,2,1
16902,0,0,1,1,1,1,0,0,4,1,1,4,1,1,0,0,1,0,1
16905,0,1,3,1,1,1,1,0,4,4,4,5,4,2,0,2,1,0,1
16906,0,1,2,1,1,1,1,0,4,2,4,5,4,2,4,1,1,1,2
16908,0,1,2,1,1,1,1,0,4,1,2,5,1,4,4,1,1,1,1
16909,0,0,2,1,1,1,0,0,3,1,1,4,1,1,3,2,1,1,1
16911,1,1,2,2,1,1,0,0,5,4,1,5,5,1,0,3,1,2,1
16919,0,1,2,1,1,1,1,0,5,2,4,5,4,1,0,3,0,2,1
16920,1,0,2,2,1,1,1,0,4,2,4,4,4,1,1,3,1,1,1
16923,0,1,1,2,1,1,0,0,4,1,1,5,4,1,3,3,1,2,2
16924,0,0,2,1,0,1,1,1,4,2,4,4,2,4,2,2,1,,1
16927,0,0,2,1,1,1,1,0,3,2,2,4,2,4,0,3,1,,1
16928,0,1,3,2,1,1,1,0,5,4,4,4,4,4,0,1,1,0,1
16929,1,0,1,1,1,1,1,0,4,2,2,3,2,1,3,3,0,1,1
16931,0,0,2,1,0,1,1,0,4,2,5,4,1,4,1,2,0,2,1
16935,0,0,2,1,1,1,1,0,3,2,1,4,4,1,1,2,1,1,2
16936,0,1,3,2,1,1,1,1,5,4,4,5,4,5,2,3,1,2,2
16938,0,1,2,1,1,1,0,0,5,1,2,5,4,1,3,2,1,2,1
16939,0,0,2,2,1,1,1,0,4,1,5,4,4,5,1,3,1,1,1
16945,0,1,2,1,1,1,1,1,4,1,4,5,2,1,4,2,0,1,2
16948,0,0,0,1,1,1,1,,1,1,1,1,1,1,3,,1,,
16949,0,0,0,2,1,1,1,0,4,1,1,4,1,1,2,3,1,0,2
16950,1,1,2,1,1,1,1,1,4,2,2,4,2,2,3,2,0,1,2
16954,0,1,1,0,1,1,1,1,4,1,1,5,4,1,4,0,0,1,2
16956,1,1,2,2,1,1,0,0,4,4,2,5,4,1,3,2,0,1,2
16957,0,1,2,1,1,1,1,0,5,5,5,5,5,4,3,2,1,0,1
